Item Name,Item Category/Brand,Regular Price,Sale Price,Total Sale Discount,Discount Ratio
Velveeta Cheese,Kraft,$11.49,$5.99,$5.50,0.4787
Citrus Splash & Berry Fusion Body Wash,Softsoap,$7.49,$3.99,$3.50,0.4673
Coconut Butter Scrub Body Wash,Softsoap,$7.49,$3.99,$3.50,0.4673
Gentle Wash Coconut & Lemongrass Body Wash,Softsoap,$7.49,$3.99,$3.50,0.4673
Honey Cream & Lavender Body Wash,Softsoap,$7.49,$3.99,$3.50,0.4673
Luminous Oils Macadamia Oil & Peony Body Wash,Softsoap,$7.49,$3.99,$3.50,0.4673
Pomegrante & Mango Body Wash,Softsoap,$7.49,$3.99,$3.50,0.4673
Shea & Almond Oil Body Wash,Softsoap,$7.49,$3.99,$3.50,0.4673
Shea Gentle Wash Body Wash,Softsoap,$7.49,$3.99,$3.50,0.4673
Vanilla & Jojoba Body Wash,Softsoap,$7.49,$3.99,$3.50,0.4673
Fruit Source Mango Mangosteen Fruit Bar,SunRype,$1.49,$0.80,$0.69,0.4631
2 Ply 253 Sheets Bathroom Tissue,Royale,$10.99,$5.99,$5.00,0.4550
Strong 3Ply 165 Sheet Bathroom Tissue,Royale,$10.99,$5.99,$5.00,0.4550
Velour Double Roll 2 Ply 142 Sheets Bathroom Tissu...,Royale,$10.99,$5.99,$5.00,0.4550
bleach bathroom cleaner,HERTEL,$3.59,$1.99,$1.60,0.4457
Spray Bathroom Cleaner,Hertel,$3.59,$1.99,$1.60,0.4457
Smartwater,Glaceau,$2.79,$1.59,$1.20,0.4301
Monaco Chessman Cookies,Pepperidge Farm,$3.49,$1.99,$1.50,0.4298
Monaco Double Chocolate Cookies,Pepperidge Farm,$3.49,$1.99,$1.50,0.4298
Monaco Mint Cookies,Pepperidge Farm,$3.49,$1.99,$1.50,0.4298
Sausalito Macadamia Cookies,Pepperidge Farm,$3.49,$1.99,$1.50,0.4298
Strawberry Cookies,Pepperidge Farm,$3.49,$1.99,$1.50,0.4298
Berbere Couscous,Asygo Groupe,$6.99,$3.99,$3.00,0.4292
Encore Instant Coffee,Nescafe,$6.99,$3.99,$3.00,0.4292
Rich Colombian Instant Coffee,Nescafe,$6.99,$3.99,$3.00,0.4292
Rich Decaffeinated Instant Coffee,Nescafe,$6.99,$3.99,$3.00,0.4292
Rich French Vanilla Instant Coffee,Nescafe,$6.99,$3.99,$3.00,0.4292
Rich Hazelnut Instant Coffee,Nescafe,$6.99,$3.99,$3.00,0.4292
Rich Instant Coffee,Nescafe,$6.99,$3.99,$3.00,0.4292
Tasters Choice Classic Instant Coffee,Nescafe,$6.99,$3.99,$3.00,0.4292
Tasters Choice Decaffeinated Instant Coffee,Nescafe,$6.99,$3.99,$3.00,0.4292
Terroir Couscous,Asygo Groupe,$6.99,$3.99,$3.00,0.4292
Vegetable Couscous,Asygo Groupe,$6.99,$3.99,$3.00,0.4292
Cheez Whiz,Kraft,$10.49,$5.99,$4.50,0.4290
Light Cheez Whiz,Kraft,$10.49,$5.99,$4.50,0.4290
Black Sesame Brown Rice Crisps,SuperSlim,$3.49,$2.00,$1.49,0.4269
Orange Pekoe Tea,Salada,$10.29,$5.99,$4.30,0.4179
Cheddar Goldfish Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Colors Goldfish Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Extra Cheddar Pretzel Goldfish Mixups,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Blasted Explosive Pizza Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Blasted Extreme Cheddar Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Cheddar Colours Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Cheese Trio Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Flavour Blasted Nacho Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Flavour Blasted Salt & Vinegar Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Pretzel Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Slamming Sour Cream & Onion Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Veggies & Fruit Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Goldfish Whole Grain Cheddar Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Pizza & Parmesan Goldfish Mixups,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Snack Pack Goldfish Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Vanilla Cupcake Goldfish Grahams,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
White Cheddar Goldfish Crackers,Pepperidge Farm,$3.39,$1.99,$1.40,0.4130
Regular Crinkle Cut Fries,McCain,$3.79,$2.25,$1.54,0.4063
Regular Shoestring Fries,McCain,$3.79,$2.25,$1.54,0.4063
Regular Straight Cut Fries,McCain,$3.79,$2.25,$1.54,0.4063
Mint Super Dental Floss,Oral-B,$4.99,$2.99,$2.00,0.4008
Stages 2 Mickey Toothbrush,Oral-B,$4.99,$2.99,$2.00,0.4008
Tiger Towel 2 Ply 55 Sheets Paper Towels,Royale,$9.99,$5.99,$4.00,0.4004
Original 6 Pack English Muffins,Compliments,$2.49,$1.50,$0.99,0.3976
Roast Garlic Tomato Sauce,Hunt's,$2.49,$1.50,$0.99,0.3976
Tomato Onion Herbs & Spices Sauce,Hunt's,$2.49,$1.50,$0.99,0.3976
Tomato Paste,Hunt's,$2.49,$1.50,$0.99,0.3976
Whole Wheat English Muffins,Compliments,$2.49,$1.50,$0.99,0.3976
Ultra Antibacterial Orange Dish Detergent,Dawn,$3.29,$1.99,$1.30,0.3951
Ultra Lemon Dish Detergent,Dawn,$3.29,$1.99,$1.30,0.3951
Ultra Liquid Apple Blossom Anti-Bacterial Dish Det...,Dawn,$3.29,$1.99,$1.30,0.3951
Ultra Medium Lavender Dish Detergent,Dawn,$3.29,$1.99,$1.30,0.3951
Ultra Original Dish Detergent,Dawn,$3.29,$1.99,$1.30,0.3951
Black Silk Ground Coffee,Folgers,$11.49,$6.97,$4.52,0.3934
Classic Roast Coffee,Folgers,$11.49,$6.97,$4.52,0.3934
Decaffeinated Coffee,Folgers,$11.49,$6.97,$4.52,0.3934
Intensely Dark Ground Coffee,Folgers,$11.49,$6.97,$4.52,0.3934
Chicken and Rice Soup,Habitant,$2.69,$1.66,$1.03,0.3829
Chicken Egg Noodle Soup,Habitant,$2.69,$1.66,$1.03,0.3829
French Canadian Pea Soup,Habitant,$2.69,$1.66,$1.03,0.3829
Garden Vegetable Style Soup,Habitant,$2.69,$1.66,$1.03,0.3829
Ham And Pea Soup,Habitant,$2.69,$1.66,$1.03,0.3829
Peas And Vegetable Soup,Habitant,$2.69,$1.66,$1.03,0.3829
Traditional Minestrone Soup,Habitant,$2.69,$1.66,$1.03,0.3829
strained Tomatoes,Pastene,$3.19,$1.99,$1.20,0.3762
Extra Buttery 6 Pack Popcorn,Orville Redenbacher,$5.59,$3.50,$2.09,0.3739
Flakes Crab Delectables,Clover Leaf,$3.99,$2.50,$1.49,0.3734
Flakes Lobster Delectables,Clover Leaf,$3.99,$2.50,$1.49,0.3734
Leg Crab Delectables,Clover Leaf,$3.99,$2.50,$1.49,0.3734
Organic Coconut Milk,Thai Kitchen,$3.99,$2.50,$1.49,0.3734
Chocolate Banana Nut Bars,Kashi,$1.99,$1.25,$0.74,0.3719
Cranberry Almond Nut Breakfast Bar,Kashi,$1.99,$1.25,$0.74,0.3719
Dark Chocolate Espresso Nut Bars,Kashi,$1.99,$1.25,$0.74,0.3719
Joi Almond Dark Chocolate Mint Bar,Kashi,$1.99,$1.25,$0.74,0.3719
Pistachio Fig Lemon Bars,Kashi,$1.99,$1.25,$0.74,0.3719
Raspberry Dark Chocolate Hazelnut Bars,Kashi,$1.99,$1.25,$0.74,0.3719
Amooza Mozarella Cheddar Twists Cheese,Kraft,$6.29,$3.99,$2.30,0.3657
Amooza Mozzarella Twists Cheese,Kraft,$6.29,$3.99,$2.30,0.3657
Boneless- Toupie Style Quarter Ham,Lafleur,$6.66,$4.23,$2.43,0.3649
Harvest Crunch Apple Crumble Cereal,Quaker,$4.69,$2.99,$1.70,0.3625
Harvest Crunch Dark Chocolate Cereal,Quaker,$4.69,$2.99,$1.70,0.3625
Light & Crispy Honey Nut Harvest Crunch Granola Ce...,Quaker,$4.69,$2.99,$1.70,0.3625
Original Cereal,Quaker,$4.69,$2.99,$1.70,0.3625
Raisin Almond Granola Cereals,Quaker,$4.69,$2.99,$1.70,0.3625
Assorted Source Yogurt,Yoplait,$7.79,$4.99,$2.80,0.3594
Creamy Assorted Yogurt,Yoplait,$7.79,$4.99,$2.80,0.3594
Creamy Duo Assorted Yogurt,Yoplait,$7.79,$4.99,$2.80,0.3594
Creamy Tropical Yogurt,Yoplait,$7.79,$4.99,$2.80,0.3594
Dessert Selections Source Yogurt,Yoplait,$7.79,$4.99,$2.80,0.3594
Orchard Fruit Yogurt,Yoplait,$7.79,$4.99,$2.80,0.3594
Source Assorted Yogurt,Yoplait,$7.79,$4.99,$2.80,0.3594
Source Blueberry Blackberry Strawberry Yogurt,Yoplait,$7.79,$4.99,$2.80,0.3594
Source Strawberry Field Berry Peach Raspberry Yogu...,Yoplait,$7.79,$4.99,$2.80,0.3594
Source Strawberry Raspberry Blueberry Cherry Yogur...,Yoplait,$7.79,$4.99,$2.80,0.3594
Source Super Fruit Assorted Flavour Yogurt,Yoplait,$7.79,$4.99,$2.80,0.3594
Moisture 12's Buns,Pom,$4.29,$2.75,$1.54,0.3590
Moisture 12's Buns,Pom,$4.29,$2.75,$1.54,0.3590
Chocolate 1% Milk,Quebon,$2.29,$1.50,$0.79,0.3450
Chocolate Milk,Quebon,$2.29,$1.50,$0.79,0.3450
Oven Fresh Single White Baguette,Dempster's,$2.29,$1.50,$0.79,0.3450
Tomato Sauce,Hunt's,$2.29,$1.50,$0.79,0.3450
Dark Chocolate Milk,Natrel,$3.79,$2.49,$1.30,0.3430
Teriyaki Stir Fry Sauce,VH,$3.79,$2.50,$1.29,0.3404
Sweet Apple Cider,Tradition,$1.49,$0.99,$0.50,0.3356
Brilliant Yellow Sugar,Lantic,$2.99,$1.99,$1.00,0.3344
Brown Sugar BBQ Sauce,Kraft,$2.99,$1.99,$1.00,0.3344
Cherry and Almond All Purpose Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
Chicken & Rib BBQ Sauce,Kraft,$2.99,$1.99,$1.00,0.3344
Fresh Scent Multi Purpose Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
Garlic BBQ Sauce,Kraft,$2.99,$1.99,$1.00,0.3344
Light Regular BBQ Sauce,Kraft,$2.99,$1.99,$1.00,0.3344
liquid - refill - fresh scent Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
liquid - spray - fresh scent Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
liquid jasmin and lavender Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
liquid lemon and green tea Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
Liquid Ylang And Jasmine Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
Odor Eliminator Bathroom Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
Old Fashion Brown Sugar,Lantic,$2.99,$1.99,$1.00,0.3344
Pomegranate Mango All Purpose Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
Regular BBQ Sauce,Kraft,$2.99,$1.99,$1.00,0.3344
Select Roasted Garlic Pesto Pasta Mix,Knorr,$2.99,$1.99,$1.00,0.3344
Select Rustic Mexican Rice & Beans,Knorr,$2.99,$1.99,$1.00,0.3344
Selects Asiago Cheese & Cracked Black Pepper Rice ...,Knorr,$2.99,$1.99,$1.00,0.3344
Selects Four Cheese Risotto,Knorr,$2.99,$1.99,$1.00,0.3344
Selects Garlic Alfredo Rice,Knorr,$2.99,$1.99,$1.00,0.3344
Selects White Cheddar Brocolli Rice Sidedish,Knorr,$2.99,$1.99,$1.00,0.3344
Selects with Spinach Florentine Gluten Free Pasta ...,Knorr,$2.99,$1.99,$1.00,0.3344
spray glass - biodegradable Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
Spray Odor Eliminator All Purpose Cleaner,Hertel,$2.99,$1.99,$1.00,0.3344
Sweet & Sour BBQ Sauce,Kraft,$2.99,$1.99,$1.00,0.3344
Vegetable Cocktail Juice,V8,$2.99,$1.99,$1.00,0.3344
Vegetable Cocktail Low Sodium Juice,V8,$2.99,$1.99,$1.00,0.3344
V-Go Vegetable Cocktail Juice,V8,$2.99,$1.99,$1.00,0.3344
Apple Organic Snack,GoGo Squeez,$4.49,$2.99,$1.50,0.3341
Caramel Mediterranee Yogurt,Liberte,$4.49,$2.99,$1.50,0.3341
In Oil Chopped Garlic,Derlea,$4.49,$2.99,$1.50,0.3341
Mediterranean Limited Edition 9% m.g. Yogurt 9%,Liberte,$4.49,$2.99,$1.50,0.3341
Mediterranean Strawberry Yogurt,Liberte,$4.49,$2.99,$1.50,0.3341
Mediterranee Black Cherry Yogurt,Liberte,$4.49,$2.99,$1.50,0.3341
Mediterranee Lemon Yogurt,Liberte,$4.49,$2.99,$1.50,0.3341
Mediterranee Mocha Yogurt,Liberte,$4.49,$2.99,$1.50,0.3341
Medium Cheddar Cheese,Natrel,$4.49,$2.99,$1.50,0.3341
Micro 24 Pack Croissants,La Petite Bretonne,$4.49,$2.99,$1.50,0.3341
Micro Chocolate Croissants,La Petite Bretonne,$4.49,$2.99,$1.50,0.3341
Whitening & Scope Toothpaste,Crest,$4.49,$2.99,$1.50,0.3341
Cheddar Medium Cheese Slices,Cracker Barrel,$5.99,$3.99,$2.00,0.3339
Marble Cheese Slices,Cracker Barrel,$5.99,$3.99,$2.00,0.3339
Medium White Cheddar Cheese Slices,P'tit Québec,$5.99,$3.99,$2.00,0.3339
Mini Wheats Brown Sugar Cereal,Kellogg's,$5.99,$3.99,$2.00,0.3339
Mini Wheats Cocoa Cereal,Kellogg,$5.99,$3.99,$2.00,0.3339
Mini Wheats Maple Cereal,Kellogg's,$5.99,$3.99,$2.00,0.3339
Mini Wheats Raspberry Centres Cereal,Kellogg's,$5.99,$3.99,$2.00,0.3339
Mini Wheats Regular Cereal,Kellogg's,$5.99,$3.99,$2.00,0.3339
Montery Jack With Jalapeno Cheese Slices,Cracker Barrel,$5.99,$3.99,$2.00,0.3339
Mozzarella Cheese Slices,P'tit Quebec,$5.99,$3.99,$2.00,0.3339
Old Cheddar White Cheese Slices,Cracker Barrel,$5.99,$3.99,$2.00,0.3339
PTIT QC Swiss Slices,P'TIT,$5.99,$3.99,$2.00,0.3339
Rice Krispies Gluten Free Cereal,Kellogg's,$5.99,$3.99,$2.00,0.3339
Special K Apple Raspberry Almond Cereal,Kellogg's,$5.99,$3.99,$2.00,0.3339
Activia Apple Apricot Mango Peach Yogurt,Danone,$7.49,$4.99,$2.50,0.3338
Activia Fat Free Strawberry Raspberry Vanilla Peac...,Danone,$7.49,$4.99,$2.50,0.3338
Activia Lactose Free Yogurt,Danone,$7.49,$4.99,$2.50,0.3338
Activia Raspberry Strawberry Blueberry Peach Yogur...,Danone,$7.49,$4.99,$2.50,0.3338
Activia Strawberry Peach Mango Blueberry Lactose F...,Danone,$7.49,$4.99,$2.50,0.3338
Activia Strawberry Yogurt,Danone,$7.49,$4.99,$2.50,0.3338
Activia Vanilla Cereal Blueberry/Strawberry/Kiwi/P...,Danone,$7.49,$4.99,$2.50,0.3338
2X Liquid Original 24 Use Laundry Detergent,Tide,$8.99,$5.99,$3.00,0.3337
Frozen Farm 41/50 Shrimp,Blue Tide,$8.99,$5.99,$3.00,0.3337
Ultra Facial Tissues,Kleenex,$8.99,$5.99,$3.00,0.3337
White 100 Sheets Facial Tissues,Kleenex,$8.99,$5.99,$3.00,0.3337
Mini Original 32s Corn Dogs,Pogo,$14.99,$9.99,$5.00,0.3336
Original 20 Pack Corn Dogs,Pogo,$14.99,$9.99,$5.00,0.3336
Avocado Cilantro OPA Dressing,Litehouse,$4.49,$3.00,$1.49,0.3318
Beet Fettucine,Florettes,$4.49,$3.00,$1.49,0.3318
Blue Cheese Dressing,Litehouse,$4.49,$3.00,$1.49,0.3318
Carrot Fettucine,Florettes,$4.49,$3.00,$1.49,0.3318
Chipotle Ranch Veggie Dip,Litehouse,$4.49,$3.00,$1.49,0.3318
Cream Cheesecake Opadipity,Litehouse,$4.49,$3.00,$1.49,0.3318
Dilly Dip Dressing,Litehouse,$4.49,$3.00,$1.49,0.3318
Heavy Duty Scrunge,Vileda,$4.49,$3.00,$1.49,0.3318
Homestyle Ranch Dressing,Litehouse,$4.49,$3.00,$1.49,0.3318
Multi-Use Scrunge Scrunge,Vileda,$4.49,$3.00,$1.49,0.3318
OPA Tzatziki Ranch Dressing,Litehouse,$4.49,$3.00,$1.49,0.3318
Opadipity Cucumber Dill Vegetable Dip,Litehouse Foods Inc,$4.49,$3.00,$1.49,0.3318
Opadipity Ranch Vegetable Dip,Litehouse Foods,$4.49,$3.00,$1.49,0.3318
Romano Caesar Dressing,Litehouse,$4.49,$3.00,$1.49,0.3318
Strawberry Opadipity,Litehouse,$4.49,$3.00,$1.49,0.3318
Turnip Fettucine,Florettes,$4.49,$3.00,$1.49,0.3318
Brownies MuffinMax Bars,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Granola Brownies,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Granola Caramel,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Granola Caramel Pretzel,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Granola Chocolate Chip,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Granola Cookie Dough,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Granola S'mores,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Indulgent Cookies and Cream Squares,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Indulget Chocolate Tango Square,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Indulget Coconut Square,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Nougat Caramel Almonds Bar,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Nougat Caramel Chocolate Bar,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Nougat Caramel Dark.Chocolate Granola Bar...,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Nougat Cream Cookie Bar,Leclerc,$2.99,$2.00,$0.99,0.3311
Chocomax Nougat Strawberry Sundae Bar,Leclerc,$2.99,$2.00,$0.99,0.3311
Muffin Max Dark Chocolate Chunk Bars,Leclerc,$2.99,$2.00,$0.99,0.3311
Muffin Max Date Bars,Leclerc,$2.99,$2.00,$0.99,0.3311
MuffinMax Banana Chocolate Bars,Leclerc,$2.99,$2.00,$0.99,0.3311
MuffinMax Carrot Bars,Leclerc,$2.99,$2.00,$0.99,0.3311
Chicken Pot Pie,Mere Michel,$2.49,$1.67,$0.82,0.3293
Turkey Pot Pie,Mere Michel,$2.49,$1.67,$0.82,0.3293
Chicken Flavour Soup,Gattuso,$1.49,$1.00,$0.49,0.3289
Creamy Tomato Soup At Hand,Campbell's,$1.99,$1.34,$0.65,0.3266
Vitality Power Toothbrush,Oral-B,$36.99,$24.99,$12.00,0.3244
Pineapple Jerk Sauce,VH,$3.69,$2.50,$1.19,0.3225
Spicy Thai Chili Sauce,VH,$3.69,$2.50,$1.19,0.3225
Gold Dark Roast Coffee,Nescafe,$10.29,$6.99,$3.30,0.3207
Plain 0% Greek Yogurt,Skotidakis,$7.29,$4.99,$2.30,0.3155
Crispix Krispies Cereal,Kellogg's,$5.79,$3.99,$1.80,0.3109
Moostache 1% Chocolate Milk Milk,Natrel,$5.79,$3.99,$1.80,0.3109
Rice Krispies Cereal,Kellogg's,$5.79,$3.99,$1.80,0.3109
Rice Krispies Holiday Cereal,Kellogg's,$5.79,$3.99,$1.80,0.3109
Rice Krispies Spring Cereal,Kellogg's,$5.79,$3.99,$1.80,0.3109
Drinkable Tropical 2% MF Yogurt,YOP,$1.29,$0.89,$0.40,0.3101
Limited Edition Yop Drinkable Yogurt,Yoplait,$1.29,$0.89,$0.40,0.3101
Yop Blueberry Drinkable Yogurt,Yoplait,$1.29,$0.89,$0.40,0.3101
Yop Peach Tropixs Drinkable Yogurt,Yoplait,$1.29,$0.89,$0.40,0.3101
Yop Raspberry Drinkable Yogurt,Yoplait,$1.29,$0.89,$0.40,0.3101
Yop Strawberry Drinkable Yogurt,Yoplait,$1.29,$0.89,$0.40,0.3101
Yop Strawberry Drinkable Yogurt,Yoplait,$1.29,$0.89,$0.40,0.3101
Yop Vanilla Drinkable Yogurt,Yoplait,$1.29,$0.89,$0.40,0.3101
Nutrigrain Mixed 32 Pack Cereal Bars,Kellogg's,$11.49,$7.99,$3.50,0.3046
Organic Shoot Peas,Pousse Vert,$3.59,$2.50,$1.09,0.3036
Organic Sprout Radish and Alfalfa,Pousse Vert,$3.59,$2.50,$1.09,0.3036
Organic Sunflower Grows,Pousse Vert,$3.59,$2.50,$1.09,0.3036
All Natural Plain Yogurt,Danone,$4.29,$2.99,$1.30,0.3030
Apple HoneyCrisp Juice,Rougemont,$4.29,$2.99,$1.30,0.3030
Apple With Calcium Juice,Rougemont,$4.29,$2.99,$1.30,0.3030
McIntosh Apple Juice,Rougemont,$4.29,$2.99,$1.30,0.3030
Mellow Apple Juice,Rougemont,$4.29,$2.99,$1.30,0.3030
Royal Gala Apple Juice,Rougemont,$4.29,$2.99,$1.30,0.3030
1/3 Less Salt Corn Niblets,Green Giant,$1.79,$1.25,$0.54,0.3017
Fancy Corn Niblets,Green Giant,$1.79,$1.25,$0.54,0.3017
Fancy Peas,Le Sieur,$1.79,$1.25,$0.54,0.3017
Green Fancy Cut Beans,Green Giant,$1.79,$1.25,$0.54,0.3017
Green French Style Beans,Green Giant,$1.79,$1.25,$0.54,0.3017
Hollandaise Classic Sauce Mix,Knorr,$1.79,$1.25,$0.54,0.3017
Less Salt Green Beans,Green Giant,$1.79,$1.25,$0.54,0.3017
Niblets Cream Style Corn,Green Giant,$1.79,$1.25,$0.54,0.3017
Niblets Peach & Cream Corn,Green Giant,$1.79,$1.25,$0.54,0.3017
Peanut Butter Chocolate Chip Energy Bar,Larabar,$1.79,$1.25,$0.54,0.3017
Summer Sweet Peas,Green Giant,$1.79,$1.25,$0.54,0.3017
Sweetlet Peas,Green Giant,$1.79,$1.25,$0.54,0.3017
Wax Fancy Cut Beans,Green Giant,$1.79,$1.25,$0.54,0.3017
Whole Kernel Non Sugar Non Salt Niblet Corn,Green Giant,$1.79,$1.25,$0.54,0.3017
Organic Oyster Mushrooms,Compliments,$3.99,$2.79,$1.20,0.3008
Angel Sweet Tomatoes Tomatoes,Compliments,$4.99,$3.49,$1.50,0.3006
Red Grape Tomatoes,Tomz,$4.99,$3.49,$1.50,0.3006
Red Cherry Tomatoes,Tomz,$9.99,$6.99,$3.00,0.3003
Tomatoes Candi-to Mini Sweet Tomatoes,Compliments,$9.99,$6.99,$3.00,0.3003
6 Months Maese Miguel,Manchego,$10.24,$7.18,$3.06,0.2988
Argan Camelis Whole Blend,Garnier,$5.69,$3.99,$1.70,0.2988
Argan Camelis Whole Blend,Garnier,$5.69,$3.99,$1.70,0.2988
Avocado Oil & Shea Butter Whole Blends Conditioner,Garnier,$5.69,$3.99,$1.70,0.2988
Avocado Oil & Shea Butter Whole Blends Shampoo,Garnier,$5.69,$3.99,$1.70,0.2988
Coco Vanilla Whole Blend Conditioner,Garnier,$5.69,$3.99,$1.70,0.2988
Coco Vanilla Whole Blends Shampoo,Gariner,$5.69,$3.99,$1.70,0.2988
Whole Blends Argan Riches Conditioner,Garnier,$5.69,$3.99,$1.70,0.2988
Whole Blends Argan Riches Shampoo,Garnier,$5.69,$3.99,$1.70,0.2988
Whole Blends Cocoa Coco Conditioner,Garnier,$5.69,$3.99,$1.70,0.2988
Whole Blends Cocoa Coco Shampoo,Garnier,$5.69,$3.99,$1.70,0.2988
Whole Blends Honey Treasure Conditioner,Garnier,$5.69,$3.99,$1.70,0.2988
Whole Blends Honey Treasure Shampoo,Garnier,$5.69,$3.99,$1.70,0.2988
