Item Name,Item Category/Brand,Regular Price,Sale Price,Total Sale Discount,Discount Ratio
Ready Cut Macaroni,Catelli,$8.49,$5.99,$2.50,0.2945
Spaghetti,Catelli,$8.49,$5.99,$2.50,0.2945
Natural Spring Water,Eska,$2.79,$1.99,$0.80,0.2867
Original Dish Detergent,Ivory,$2.79,$1.99,$0.80,0.2867
Brown Sugar Pop Tart Thins,Kellogg,$3.49,$2.49,$1.00,0.2865
Chocolate Chip Pop Tarts,Kellogg's,$3.49,$2.49,$1.00,0.2865
Chocolate Fudge Pop Tarts,Kellogg's,$3.49,$2.49,$1.00,0.2865
Everyday Gourmet Butternut Squash Soup,Campbell's,$3.49,$2.49,$1.00,0.2865
Everyday Gourmet Country Vegetable Soup,Campbell's,$3.49,$2.49,$1.00,0.2865
Everyday Gourmet Roasted Sweet Red Pepper Soup,Campbell's,$3.49,$2.49,$1.00,0.2865
Everyday Gourmet Thai Tomato Coconut Soup,Campbell's,$3.49,$2.49,$1.00,0.2865
Everyday Gourmet Tomato Basil Soup,Campbell's,$3.49,$2.49,$1.00,0.2865
Frosted Blueberry Pop Tarts,Kellogg's,$3.49,$2.49,$1.00,0.2865
Frosted Raspberry Pop Tarts,Kellogg's,$3.49,$2.49,$1.00,0.2865
Frosted Strawberry Pop Tarts,Kellogg's,$3.49,$2.49,$1.00,0.2865
Nutrigrain Apple Cinnamon 8 Pack Cereal Bars,Kellogg's,$3.49,$2.49,$1.00,0.2865
Nutrigrain Blueberry 8 Pack Cereal Bars,Kellogg's,$3.49,$2.49,$1.00,0.2865
Nutrigrain Mixed Berry 8 Pack Cereal Bars,Kellogg's,$3.49,$2.49,$1.00,0.2865
Nutrigrain Raspberry 8 Pack Cereal Bars,Kellogg's,$3.49,$2.49,$1.00,0.2865
Nutrigrain Strawberry 8 Pack Cereal Bars,Kellogg's,$3.49,$2.49,$1.00,0.2865
Onion Recipe Soup Mix,Knorr,$3.49,$2.49,$1.00,0.2865
Strawberry Pop Tart Thins,Kellogg,$3.49,$2.49,$1.00,0.2865
Red Curry Paste,Thai Kitchen,$5.59,$3.99,$1.60,0.2862
Sweet Red Chili Sauce,Thai Kitchen,$5.59,$3.99,$1.60,0.2862
Yellow Curry Paste,Thai Kitchen,$5.59,$3.99,$1.60,0.2862
Armonico NCC Capsules Espresso,Lavazza,$6.99,$4.99,$2.00,0.2861
Chewy Bites Chicken- Sweet Potato & Apple Recipe D...,Nature's Recipe,$6.99,$4.99,$2.00,0.2861
Organic Mayonnaise,Hellmann's,$6.99,$4.99,$2.00,0.2861
Caramel Dark Sea Salt Bar,Ghirardelli,$4.19,$3.00,$1.19,0.2840
Dark Coconut Excellence Bar,Lindt,$4.19,$3.00,$1.19,0.2840
Dark Strawberry Excellence Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Exc Vanilla Chocolates,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence 70% Cocoa Chocolate Bar,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence 78% Cacao Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence 85% Cacao Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence 90% Cacao Chocolate Bar,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence 95% Cacao Chocolate Bar,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence 99% Cocoa Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Chili Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Crunchy Caramel Chocolate Bar,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Dark Caramel Salt Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Dark Roasted Hazelnut Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Dark Sea Salt Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Ecuador Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Extra Creamy Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Intense Orange Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Lime Zest Dark Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Madagascar Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Raspberry Dark Bar,Lindt,$4.19,$3.00,$1.19,0.2840
Excellence Sesame Dark Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Intense Black Current Excellence Chocolate,Lindt,$4.19,$3.00,$1.19,0.2840
Blends Chipotle Gluten Free Seasoning,Club House,$3.49,$2.50,$0.99,0.2837
Cheez-it Orignal Cracker,Kellogg,$3.49,$2.50,$0.99,0.2837
Chewy Yogurt Strawberry 5 Pack Granola Bars,Quaker,$3.49,$2.50,$0.99,0.2837
Chewy Yogurt Vanilla 5 Pack Granola Bars,Quaker,$3.49,$2.50,$0.99,0.2837
Harvest Crunch Quinoa Chocolate Nut Granola Bars,Quaker,$3.49,$2.50,$0.99,0.2837
Honey Garlic Cooking Sauce,VH,$3.49,$2.50,$0.99,0.2837
Organic Sea Salt Potato Chips,Kettle Brand,$3.49,$2.50,$0.99,0.2837
Regular Rusks,Grissol,$3.49,$2.50,$0.99,0.2837
Sea Salt Potato Chips,Kettle Brand,$3.49,$2.50,$0.99,0.2837
unsalted Rusks,Grissol,$3.49,$2.50,$0.99,0.2837
whole wheat Rusks,Grissol,$3.49,$2.50,$0.99,0.2837
Almond Regular Size Chocolate Bar,Hershey's,$1.39,$1.00,$0.39,0.2806
Corn Flakes Cereal,Kellogg's,$9.69,$6.99,$2.70,0.2786
Go Lean Crunch Jumbo Granola,Kashi,$9.69,$6.99,$2.70,0.2786
Butter Chicken With Vegetables Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Baked Potato With Bacon Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Beef Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Chicken & Sausage Gumbo Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Chicken A La King Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Chicken Corn Chowder Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Chicken Noodle Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Chicken With Rice Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Creamy Chicken Noodle Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky New England Clam Chowder Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Pepper Steak & Potato Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Prime Rib With Vegetables Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Chunky Seafood Chowder Soup,Campbell's,$3.79,$2.75,$1.04,0.2744
Burrito Dinner Kit,Old El Paso,$5.49,$3.99,$1.50,0.2732
Extra Mild Hard Taco Kit,Old El Paso,$5.49,$3.99,$1.50,0.2732
Fajita Dinner Kit,Old El Paso,$5.49,$3.99,$1.50,0.2732
Mini Bowl Appetizer Tortillas,Old El Paso,$5.49,$3.99,$1.50,0.2732
Seriously Good Regular Mayonnaise,Heinz,$5.49,$3.99,$1.50,0.2732
Smart Fiesta Taco Soft Dinner Kit,Old El Paso,$5.49,$3.99,$1.50,0.2732
Soft Taco Bake Dinner Kit,Old El Paso,$5.49,$3.99,$1.50,0.2732
Special K Original Cereal,Kellogg's,$5.49,$3.99,$1.50,0.2732
Stir Fry Noodles,Thai Kitchen,$5.49,$3.99,$1.50,0.2732
Taco Hard & Soft Dinner Kit,Old El Paso,$5.49,$3.99,$1.50,0.2732
Taco Soft Dinner Kit,Old El Paso,$5.49,$3.99,$1.50,0.2732
Taco Stand & Stuff Dinner Kit,Old El Paso,$5.49,$3.99,$1.50,0.2732
Tortilla Bowl Kit,Old El Paso,$5.49,$3.99,$1.50,0.2732
Pearled Regular Couscous,Zinda,$2.99,$2.19,$0.80,0.2676
Bear Squeeze Honey,Billy Bee,$6.79,$4.99,$1.80,0.2651
Liquid Squeeze Honey,Billy Bee,$6.79,$4.99,$1.80,0.2651
Liquid White Honey,Billy Bee,$6.79,$4.99,$1.80,0.2651
Corn Pops Jumbo Cereal,Kellogg's,$9.49,$6.99,$2.50,0.2634
Froot Loops Jumbo Cereal,Kellogg's,$9.49,$6.99,$2.50,0.2634
Frosted Flakes Cereal,Kellogg's,$9.49,$6.99,$2.50,0.2634
Extra Virgin Olive Oil,Compliments,$8.79,$6.49,$2.30,0.2617
1/3 less salt Small peas,Le Sieur,$1.69,$1.25,$0.44,0.2604
Cream Of Mushroom Soup,Campbell's,$1.69,$1.25,$0.44,0.2604
Demineralized Water,Aquafina,$1.69,$1.25,$0.44,0.2604
BBQ Gluten Free Crispy Minis,Quaker,$2.69,$2.00,$0.69,0.2565
Butter Popcorn Crispy Minis,Quaker,$2.69,$2.00,$0.69,0.2565
Buttered Popcorn Rice Cakes,Quaker,$2.69,$2.00,$0.69,0.2565
Caramel Chocolate Chip Rice Cakes,Quaker,$2.69,$2.00,$0.69,0.2565
Caramel Rice Cakes,Quaker,$2.69,$2.00,$0.69,0.2565
Cheddar Cheese Crispy Minis,Quaker,$2.69,$2.00,$0.69,0.2565
Cheesy Nacho Crispy Minis Tortilla,Quaker,$2.69,$2.00,$0.69,0.2565
Classic Ketchup Crispy Minis,Quaker,$2.69,$2.00,$0.69,0.2565
Everything Rice Cakes,Quaker,$2.69,$2.00,$0.69,0.2565
Original Rice Cakes,Quaker,$2.69,$2.00,$0.69,0.2565
Tomato Basil Rice Cakes,Quaker,$2.69,$2.00,$0.69,0.2565
White Cheddar Rice Cakes,Quaker,$2.69,$2.00,$0.69,0.2565
Bear Paws Baked Apples Cookies,Dare,$3.69,$2.75,$0.94,0.2547
Bear Paws Banana Bread Cookies,Dare,$3.69,$2.75,$0.94,0.2547
Bear Paws Birthday Cake Cookies,Dare,$3.69,$2.75,$0.94,0.2547
Bear Paws Brownie Cookies,Dare,$3.69,$2.75,$0.94,0.2547
Bear Paws Chocolate Chip Cookies,Dare,$3.69,$2.75,$0.94,0.2547
Bear Paws Chocolate Sandwich Cookies,Dare,$3.69,$2.75,$0.94,0.2547
Bear Paws Molasses Cookies,Dare,$3.69,$2.75,$0.94,0.2547
Bear Paws Vanilla Cookies,Dare,$3.69,$2.75,$0.94,0.2547
Bear Paws Vanilla Sandwich Cookies,Dare,$3.69,$2.75,$0.94,0.2547
My First Bear Paws Oatmeal Cookies,Dare,$3.69,$2.75,$0.94,0.2547
My First Bear Paws Vanilla Cookies,Dare,$3.69,$2.75,$0.94,0.2547
Captain Crunch Cereal,Quaker,$3.99,$2.99,$1.00,0.2506
